work_year,job_title,salary_in_usd,company_size
2024,Data Engineer,108000,M
2024,Data Scientist,165000,M
2024,Data Scientist,155000,M
2024,Data Scientist,278700,M
2024,Data Scientist,159300,M
2024,Analytics Engineer,162500,M
2024,Analytics Engineer,115000,M
2024,Data Scientist,138000,M
2024,Data Scientist,86000,M
2024,Data Analyst,106960,M
2024,Data Analyst,66820,M
2024,Research Scientist,157900,M
2024,Research Scientist,128900,M
2024,Machine Learning Engineer,258450,M
2024,Machine Learning Engineer,173400,M
2024,Data Science,160000,M
2024,Data Science,150000,M
2024,Data Analyst,138000,M
2024,Data Analyst,86000,M
2024,Data Scientist,199700,M
2024,Data Scientist,114100,M
2024,Data Scientist,130000,M
2024,Data Scientist,115000,M
2024,Data Analyst,120000,M
2024,Data Analyst,105000,M
2024,Data Analyst,136000,M
2024,Data Analyst,109000,M
2024,Machine Learning Engineer,210100,M
2024,Machine Learning Engineer,210100,M
2024,Analytics Engineer,172800,M
2024,Analytics Engineer,110000,M
2024,Data Analyst,101000,M
2024,Data Analyst,63000,M
2024,Data Scientist,193000,M
2024,Data Scientist,172000,M
2024,Machine Learning Engineer,175000,M
2024,Machine Learning Engineer,152000,M
2024,Machine Learning Scientist,186153,M
2024,Machine Learning Scientist,165384,M
2024,Data Scientist,208500,M
2024,Data Scientist,165000,M
2024,Data Scientist,172200,M
2024,Data Scientist,131200,M
2024,Business Intelligence Developer,156000,M
2024,Business Intelligence Developer,105267,M
2024,Data Engineer,226000,M
2024,Data Engineer,132000,M
2024,Data Analyst,108000,M
2024,Data Analyst,72200,M
2024,Data Engineer,247500,M
2024,Data Engineer,172200,M
2024,Data Scientist,215000,M
2024,Data Scientist,146900,M
2024,Data Science,270250,M
2024,Data Science,144000,M
2024,AI Engineer,212000,M
2024,AI Engineer,93300,M
2024,Data Integration Developer,180000,M
2024,Data Integration Developer,121056,M
2024,Data Management Analyst,124935,M
2024,Data Management Analyst,76050,M
2024,Data Engineer,115500,M
2024,Data Engineer,100000,M
2024,Data Integration Developer,156000,M
2024,Data Integration Developer,105267,M
2024,Data Science,250000,M
2024,Data Science,90100,M
2024,Data Scientist,166000,M
2024,Data Scientist,73000,M
2024,Machine Learning Engineer,237600,M
2024,Machine Learning Engineer,146900,M
2024,ML Ops Engineer,198000,M
2024,ML Ops Engineer,114800,M
2024,Data Analyst,150000,M
2024,Data Analyst,140000,M
2024,Data Scientist,138000,M
2024,Data Scientist,86000,M
2024,Data Engineer,205600,L
2024,Data Engineer,105700,L
2024,Data Scientist,226000,M
2024,Data Scientist,132000,M
2024,Data Scientist,133000,M
2024,Data Scientist,58400,M
2024,Data Analyst,154000,M
2024,Data Analyst,105000,M
2024,Machine Learning Engineer,255800,M
2024,Machine Learning Engineer,255800,M
2024,Data Scientist,155000,M
2024,Data Scientist,132000,M
2024,Data Engineer,185000,M
2024,Data Engineer,130000,M
2024,BI Developer,54532,M
2024,BI Developer,43628,M
2024,Data Engineer,226000,M
2024,Data Engineer,132000,M
2024,Data Scientist,136300,M
2024,Data Scientist,115900,M
2024,Data Analyst,89000,M
2024,Data Analyst,76000,M
2024,Research Engineer,440000,M
2024,Research Engineer,245000,M
2024,Data Engineer,204300,M
2024,Data Engineer,115400,M
2024,Research Scientist,337300,M
2024,Research Scientist,192700,M
2024,Data Scientist,176000,M
2024,Data Scientist,151000,M
2024,Business Intelligence Engineer,185000,L
2024,Business Intelligence Engineer,79600,L
2024,Data Pipeline Engineer,175000,M
2024,Data Pipeline Engineer,170000,M
2024,Machine Learning Engineer,386100,M
2024,Machine Learning Engineer,207900,M
2024,Research Scientist,195500,M
2024,Research Scientist,141300,M
2024,Analytics Engineer,192500,M
2024,Analytics Engineer,148000,M
2024,Data Scientist,234000,M
2024,Data Scientist,146000,M
2024,Machine Learning Engineer,255800,M
2024,Machine Learning Engineer,255800,M
2024,Data Analyst,93750,M
2024,Data Analyst,68750,M
2024,Data Analyst,81650,M
2024,Data Analyst,51175,M
2024,Data Scientist,136000,M
2024,Data Scientist,106700,M
2024,Data Engineer,167500,M
2024,Data Engineer,106500,M
2024,Data Engineer,240500,L
2024,Data Engineer,123700,L
2024,Data Engineer,250000,M
2024,Data Engineer,200000,M
2024,Data Engineer,109000,M
2024,Data Engineer,93500,M
2024,Data Scientist,75000,M
2024,Data Scientist,70000,M
2024,Data Scientist,206000,M
2024,Data Scientist,106605,M
2024,Data Integration Engineer,135000,M
2024,Data Integration Engineer,115000,M
2024,Data Scientist,61105,M
2024,Data Scientist,53133,M
2024,Data Lead,88973,M
2024,Data Lead,76075,M
2024,Data Scientist,156000,M
2024,Data Scientist,95105,M
2024,Data Specialist,94415,M
2024,Data Specialist,69785,M
2024,Data Engineer,140000,M
2024,Data Engineer,65000,M
2024,Machine Learning Engineer,162240,M
2024,Machine Learning Engineer,47840,M
2024,Applied Scientist,166000,M
2024,Applied Scientist,104000,M
2024,Research Scientist,184800,M
2024,Research Scientist,107100,M
2024,Research Scientist,247250,M
2024,Research Scientist,100000,M
2024,Data Specialist,95000,M
2024,Data Specialist,75000,M
2024,Data Science,120000,M
2024,Data Science,80000,M
2024,Data Scientist,171240,M
2024,Data Scientist,81960,M
2024,Data Scientist,160000,M
2024,Data Scientist,100000,M
2024,Research Engineer,150000,M
2024,Research Engineer,80000,M
2024,Machine Learning Engineer,212800,M
2024,Machine Learning Engineer,177300,M
2024,Data Engineer,144000,M
2024,Data Engineer,113000,M
2024,Data Science,120000,M
2024,Data Science,80000,M
2024,Data Architect,246500,M
2024,Data Architect,168500,M
2024,Data Scientist,140000,M
2024,Data Scientist,125000,M
2024,Data Analyst,93000,M
2024,Data Analyst,65750,M
2024,Prompt Engineer,175000,M
2024,Prompt Engineer,140000,M
2024,Data Engineer,169200,M
2024,Data Engineer,130100,M
2024,BI Developer,204500,M
2024,BI Developer,130000,M
2024,Research Scientist,278700,M
2024,Research Scientist,159300,M
2024,Data Engineer,140000,M
2024,Data Engineer,95000,M
2024,Data Engineer,219650,M
2024,Data Engineer,136000,M
2024,Data Engineer,140000,M
2024,Data Engineer,90000,M
2024,Data Science,324000,M
2024,Data Science,220000,M
2024,Machine Learning Engineer,230000,M
2024,Machine Learning Engineer,175000,M
2024,Data Engineer,145360,M
2024,Data Engineer,107440,M
2024,Data Science,179000,M
2024,Data Science,106500,M
2024,Data Engineer,187000,M
2024,Data Engineer,143800,M
2024,Machine Learning Engineer,133903,M
2024,Machine Learning Engineer,96411,M
2024,Data Analyst,93000,M
2024,Data Analyst,65750,M
2024,Data Scientist,195000,M
2024,Data Scientist,165000,M
2024,Data Analyst,81650,M
2024,Data Analyst,51175,M
2024,Data Engineer,210000,M
2024,Data Engineer,140000,M
2024,Machine Learning Engineer,232000,M
2024,Machine Learning Engineer,208000,M
2023,Admin & Data Analyst,50000,M
2024,Data Management Specialist,200400,M
2024,Data Management Specialist,116500,M
2024,Data Scientist,188500,M
2024,Data Scientist,165100,M
2024,Data Product Manager,166363,M
2024,Data Product Manager,103977,M
2024,Data Engineer,128600,M
2024,Data Engineer,100000,M
2024,Data Analyst,133650,M
2024,Data Analyst,68150,M
2024,Data Engineer,210000,M
2024,Data Engineer,181000,M
2024,Data Architect,257600,M
2024,Data Architect,224100,M
2024,Data Scientist,144200,M
2024,Data Scientist,72100,M
2024,Data Scientist,229900,M
2024,Data Scientist,201400,M
2024,Data Scientist,212000,M
2024,Data Scientist,93300,M
2024,Data Analyst,135000,M
2024,Data Analyst,90000,M
2024,Data Analyst,107000,M
2024,Data Analyst,68400,M
2024,Data Engineer,145000,M
2024,Data Engineer,95000,M
2024,Data Engineer,230000,M
2024,Data Engineer,200000,M
2024,Machine Learning Engineer,280000,M
2024,Machine Learning Engineer,230000,M
2024,Data Scientist,81250,M
2024,Data Scientist,68750,M
2024,Data Science,267900,M
2024,Data Science,234700,M
2024,ML Engineer,220000,M
2024,ML Engineer,170000,M
2024,Data Manager,90500,M
2024,Data Manager,49900,M
2024,Machine Learning Engineer,186153,M
2024,Machine Learning Engineer,165384,M
2024,Data Scientist,180000,M
2024,Data Scientist,162000,M
2024,Data Scientist,165000,M
2024,Data Scientist,71000,M
2024,Research Engineer,280000,M
2024,Research Engineer,230000,M
2024,Data Scientist,155000,M
2024,Data Scientist,139500,M
2024,Machine Learning Engineer,166666,M
2024,Machine Learning Engineer,133333,M
2024,Data Analytics Consultant,94625,M
2024,Data Analytics Consultant,57500,M
2024,Data Analyst,107755,M
2024,Data Analyst,79645,M
2024,Machine Learning Engineer,195500,M
2024,Machine Learning Engineer,132600,M
2024,Data Engineer,167000,M
2024,Data Engineer,121000,M
2024,Data Architect,195000,M
2024,Data Architect,64200,M
2024,Data Scientist,185400,M
2024,Data Scientist,92700,M
2024,Research Scientist,195500,M
2024,Research Scientist,141300,M
2024,Data Science,110000,M
2024,Data Science,70000,M
2024,Applied Scientist,222200,L
2024,Applied Scientist,136000,L
2024,Data Analyst,750000,M
2024,Data Analyst,150000,M
2024,Data Scientist,220800,M
2024,Data Scientist,124800,M
2024,Data Scientist,234000,M
2024,Data Scientist,146000,M
2024,Machine Learning Engineer,254400,M
2024,Machine Learning Engineer,151600,M
2024,Data Scientist,101763,M
2024,Data Scientist,81410,M
2024,Machine Learning Engineer,304750,M
2024,Machine Learning Engineer,160000,M
2024,Research Scientist,96200,M
2024,Research Scientist,69800,M
2024,Data Scientist,179000,M
2024,Data Scientist,112000,M
2024,Research Engineer,67993,M
2024,Research Engineer,56981,M
2024,Data Architect,190196,M
2024,Data Architect,155615,M
2024,Data Manager,131200,M
2024,Data Manager,95300,M
2024,Data Engineer,190196,M
2024,Data Engineer,155615,M
2024,Data Engineer,158100,M
2024,Data Engineer,138500,M
2024,Machine Learning Engineer,418000,M
2024,Machine Learning Engineer,141000,M
2024,Research Engineer,67993,M
2024,Research Engineer,56981,M
2024,Machine Learning Engineer,189000,M
2024,Machine Learning Engineer,145400,M
2024,Data Engineer,175000,M
2024,Data Engineer,150000,M
2024,Analytics Engineer,147000,M
2024,Analytics Engineer,92000,M
2024,Data Engineer,154000,M
2024,Data Engineer,102000,M
2024,Data Scientist,158500,M
2024,Data Scientist,105646,M
2024,Data Scientist,155000,M
2024,Data Scientist,139000,M
2024,Data Manager,34973,M
2024,Data Manager,32177,M
2024,ML Engineer,251000,M
2024,ML Engineer,157000,M
2024,Machine Learning Engineer,300000,M
2024,Machine Learning Engineer,235000,M
2024,Data Engineer,100000,M
2024,Data Engineer,81500,M
2024,Research Scientist,240000,M
2024,Research Scientist,200000,M
2024,Applied Scientist,222200,L
2024,Applied Scientist,136000,L
2024,Machine Learning Engineer,240000,M
2024,Machine Learning Engineer,200000,M
2024,Data Analyst,95000,M
2024,Data Analyst,75000,M
2024,Data Scientist,170200,M
2024,Data Scientist,68400,M
2024,Data Engineer,210100,M
2024,Data Engineer,210100,M
2024,Data Architect,164000,M
2024,Data Architect,117000,M
2024,Data Engineer,175000,M
2024,Data Engineer,152000,M
2024,Business Intelligence Engineer,186846,M
2024,Business Intelligence Engineer,186846,M
2024,Data Engineer,153000,M
2024,Data Engineer,106800,M
2024,Machine Learning Engineer,80000,L
2024,Data Science Engineer,110000,M
2024,Data Science Engineer,60000,M
2024,Data Analyst,86600,M
2024,Data Analyst,57700,M
2024,Data Analyst,134200,M
2024,Data Analyst,94800,M
2024,Analytics Engineer,329200,M
2024,Analytics Engineer,259900,M
2024,Applied Scientist,260000,L
2024,Applied Scientist,136000,L
2024,Data Scientist,120800,M
2024,Data Scientist,80500,M
2024,Data Analyst,28750,M
2024,Data Analyst,28750,M
2024,AI Engineer,200000,M
2024,AI Engineer,170000,M
2024,Machine Learning Engineer,210100,M
2024,Machine Learning Engineer,210100,M
2024,Machine Learning Engineer,255800,M
2024,Machine Learning Engineer,255800,M
2024,Data Scientist,176000,M
2024,Data Scientist,158000,M
2024,Machine Learning Engineer,296400,M
2024,Machine Learning Engineer,148594,M
2024,Business Intelligence Engineer,145000,M
2024,Business Intelligence Engineer,106500,M
2024,Business Intelligence Engineer,120000,M
2024,Business Intelligence Engineer,96000,M
2024,Data Architect,165000,M
2024,Data Architect,150000,M
2024,Data Analyst,150000,M
2024,Data Analyst,103000,M
2024,Data Product Manager,170000,M
2024,Data Product Manager,145000,M
2024,Machine Learning Engineer,195500,M
2024,Machine Learning Engineer,141300,M
2024,Machine Learning Engineer,255800,M
2024,Machine Learning Engineer,255800,M
2024,Applied Scientist,222200,L
2024,Applied Scientist,136000,L
2024,Machine Learning Engineer,210100,M
2024,Machine Learning Engineer,210100,M
2024,Data Scientist,85000,M
2024,Data Scientist,75000,M
2024,Business Intelligence Manager,168000,M
2024,Business Intelligence Manager,112000,M
2024,Data Scientist,105000,M
2024,Data Scientist,70000,M
2023,Data Analyst,110000,L
2024,Data Specialist,100000,M
2024,Data Specialist,88000,M
2024,Machine Learning Engineer,215000,M
2024,Machine Learning Engineer,146900,M
2024,Data Scientist,237600,M
2024,Data Scientist,146900,M
2024,Data Analyst,134500,M
2024,Data Analyst,100000,M
2024,Data Engineer,188000,M
2024,Data Engineer,118000,M
2024,Machine Learning Scientist,210000,M
2024,Machine Learning Scientist,132000,M
2024,Data Engineer,147000,M
2024,Data Engineer,92000,M
2024,Data Engineer,116000,M
2024,Data Engineer,97800,M
2024,Data Integration Specialist,60000,M
2024,Data Integration Specialist,54000,M
2024,Data Architect,187500,M
2024,Data Architect,120000,M
2024,Business Intelligence Engineer,108500,M
2024,Business Intelligence Engineer,78800,M
2024,Data Engineer,195200,M
2024,Data Engineer,83900,M
2024,Business Intelligence Engineer,89500,M
2024,Business Intelligence Engineer,65000,M
2024,Research Analyst,124000,M
2024,Research Analyst,74000,M
2024,Data Analytics Specialist,78800,M
2024,Data Analytics Specialist,44100,M
2024,Data Scientist,188500,M
2024,Data Scientist,165100,M
2024,Data Scientist,206000,M
2024,Data Scientist,106605,M
2024,Data Analyst,100000,M
2024,Data Analyst,90000,M
2024,Data Engineer,160000,M
2024,Data Engineer,128000,M
2024,Data Scientist,229900,M
2024,Data Scientist,201400,M
2024,Data Engineer,198000,M
2024,Data Engineer,132000,M
2024,Machine Learning Engineer,240000,M
2024,Machine Learning Engineer,160000,M
2024,Data Analyst,140726,M
2024,Data Analyst,107197,M
2024,Data Scientist,180000,M
2024,Data Scientist,139000,M
2024,Machine Learning Engineer,331640,M
2024,Machine Learning Engineer,283780,M
2024,Data Engineer,145000,M
2024,Data Engineer,120000,M
2024,Machine Learning Engineer,230000,M
2024,Machine Learning Engineer,175000,M
2024,Data Scientist,180000,M
2024,Data Scientist,162000,M
2024,Data Scientist,90000,M
2024,Data Scientist,80000,M
2024,Data Science,243000,M
2024,Data Science,162000,M
2024,Data Engineer,152375,M
2024,Data Engineer,94000,M
2024,Data Engineer,218500,M
2024,Data Engineer,161500,M
2024,Machine Learning Engineer,240000,M
2024,Machine Learning Engineer,190000,M
2024,Data Scientist,160000,M
2024,Data Scientist,100000,M
2024,Data Science,300000,M
2024,Data Science,220000,M
2024,Business Intelligence Analyst,226844,M
2024,Business Intelligence Analyst,120672,M
2024,Lead Data Analyst,39615,L
2024,Data Operations Analyst,95000,M
2024,Data Operations Analyst,80000,M
2024,Data Analyst,82000,M
2024,Data Analyst,77000,M
2024,Data Management Analyst,124935,M
2024,Data Management Analyst,76050,M
2024,Data Scientist,296980,M
2024,Data Scientist,123740,M
2024,Data Manager,130000,M
2024,Data Manager,122500,M
2024,Data Scientist,66666,M
2024,Data Scientist,42222,M
2024,Data Analyst,133504,M
2024,Data Analyst,83576,M
2024,ML Engineer,106050,M
2024,ML Engineer,80420,M
2024,Data Science,160000,M
2024,Data Science,150000,M
2024,Data Science Consultant,160000,M
2024,Data Science Consultant,70000,M
2024,Data Science Manager,196000,M
2024,Data Science Manager,140000,M
2024,Data Analyst,140000,M
2024,Data Analyst,125000,M
2024,Machine Learning Engineer,220600,M
2024,Machine Learning Engineer,140100,M
2024,Research Scientist,440000,M
2024,Research Scientist,295000,M
2024,Machine Learning Engineer,227700,M
2024,Machine Learning Engineer,135482,M
2024,Business Intelligence Developer,75000,M
2024,Business Intelligence Developer,50000,M
2024,Data Science,326000,M
2024,Data Science,237500,M
2024,Data Engineer,187000,M
2024,Data Engineer,143800,M
2024,Data Science,110000,M
2024,Data Science,70000,M
2024,Machine Learning Engineer,324000,M
2024,Machine Learning Engineer,159000,M
2024,Data Science Consultant,160000,M
2024,Data Science Consultant,70000,M
2024,Data Analyst,113500,M
2024,Data Analyst,96475,M
2024,Data Engineer,190000,M
2024,Data Engineer,105301,M
2024,Data Analyst,164640,M
2024,Data Analyst,131712,M
2024,Data Scientist,170000,M
2024,Data Scientist,130000,M
2024,Head of Data,290000,M
2024,Head of Data,207000,M
2024,Data Engineer,221000,M
2024,Data Engineer,185000,M
2024,Data Scientist,176000,M
2024,Data Scientist,151000,M
2024,Data Analyst,164000,M
2024,Data Analyst,115000,M
2024,Data Engineer,165000,M
2024,Data Engineer,100000,M
2024,Prompt Engineer,240960,M
2024,Prompt Engineer,200800,M
2024,Data Science,110000,M
2024,Data Science,95000,M
2024,Machine Learning Engineer,322000,M
2024,Machine Learning Engineer,230000,M
2024,Data Engineer,316900,M
2024,Data Engineer,181100,M
2024,Data Science Director,212000,M
2024,Data Science Director,190000,M
2024,Business Intelligence Engineer,105000,M
2024,Business Intelligence Engineer,80000,M
2024,Data Scientist,212000,M
2024,Data Scientist,93300,M
2024,Machine Learning Engineer,250900,M
2024,Machine Learning Engineer,135200,M
2024,Data Science,381500,M
2024,Data Science,221000,M
2024,Data Modeler,179000,M
2024,Data Modeler,112000,M
2024,Data Engineer,110000,M
2024,Data Engineer,90000,M
2024,Data Architect,234000,M
2024,Data Architect,146000,M
2024,Data Scientist,234000,M
2024,Data Scientist,146000,M
2024,Data Scientist,200000,M
2024,Data Scientist,175000,M
2024,Machine Learning Engineer,243500,M
2024,Machine Learning Engineer,146100,M
2024,Data Engineer,140000,M
2024,Data Engineer,65000,M
2024,Data Scientist,80400,M
2024,Data Scientist,41600,M
2024,Data Analyst,100000,M
2024,Data Analyst,70000,M
2024,Data Analyst,105000,M
2024,Data Analyst,75000,M
2024,Analytics Engineer,130000,M
2024,Data Scientist,126500,M
2024,Data Scientist,78000,M
2024,Data Engineer,145000,M
2024,Data Engineer,120000,M
2024,Data Analyst,115000,M
2024,Data Analyst,90000,M
2024,Data Lead,135000,M
2024,Data Lead,110000,M
2024,Data Analyst,140000,M
2024,Data Analyst,115000,M
2024,Data Architect,150000,M
2024,Data Architect,140000,M
2024,Data Science Lead,185000,M
2024,Data Science Lead,120000,M
2024,Data Engineer,199700,M
2024,Data Engineer,165100,M
2024,Data Engineer,179000,M
2024,Data Engineer,112000,M
2024,Data Engineer,179000,M
2024,Data Engineer,112000,M
2024,Data Scientist,170000,M
2024,Data Scientist,130000,M
2024,Data Analyst,123600,M
2024,Data Analyst,79900,M
2024,Data Engineer,152375,M
2024,Data Engineer,94000,M
2024,Machine Learning Engineer,365100,M
2024,Machine Learning Engineer,260800,M
2024,Data Scientist,81250,M
2024,Data Scientist,56250,M
2024,Data Scientist,120000,M
2024,Data Scientist,94400,M
2024,Analytics Engineer,130000,M
2024,Machine Learning Engineer,240500,M
2024,Machine Learning Engineer,192500,M
2024,Data Analyst,100000,M
2024,Data Analyst,80000,M
2024,Data Modeler,179000,M
2024,Data Modeler,112000,M
2024,Machine Learning Engineer,260100,M
2024,Machine Learning Engineer,185800,M
2024,Data Architect,138000,M
2024,Data Architect,86000,M
2024,Data Science,143297,M
2024,Data Science,114638,M
2024,Data Analyst,28888,M
2024,Data Analyst,23333,M
2024,Machine Learning Engineer,157900,M
2024,Machine Learning Engineer,105300,M
2024,Data Analyst,180700,M
2024,Data Analyst,97000,M
2024,Business Intelligence Engineer,206000,M
2024,Business Intelligence Engineer,134000,M
2024,Machine Learning Engineer,170000,M
2024,Machine Learning Engineer,125100,M
2024,Data Science,209700,M
2024,Data Science,161300,M
2024,Data Engineer,250000,M
2024,Data Engineer,200000,M
2024,Machine Learning Engineer,300000,M
2024,Machine Learning Engineer,185000,M
2024,Data Analyst,83646,M
2024,Data Analyst,65407,M
2024,Data Engineer,195000,M
2024,Data Engineer,160000,M
2024,Data Science,179000,M
2024,Data Science,112000,M
2024,Data Engineer,169200,M
2024,Data Engineer,130100,M
2024,Data Scientist,166000,M
2024,Data Scientist,73100,M
2024,Data Scientist,130000,M
2024,Data Scientist,100000,M
2024,Data Engineer,184000,M
2024,Data Engineer,123000,M
2024,Data Scientist,144650,M
2024,Data Scientist,86800,M
2024,Machine Learning Engineer,140000,M
2024,Machine Learning Engineer,120000,M
2024,Machine Learning Engineer,260100,M
2024,Machine Learning Engineer,185800,M
2024,Data Scientist,125000,M
2024,Data Scientist,97000,M
2024,Machine Learning Engineer,303400,M
2024,Machine Learning Engineer,216700,M
2024,Machine Learning Engineer,119786,M
2024,Machine Learning Engineer,95828,M
2024,Data Operations Associate,66666,M
2024,Data Operations Associate,55555,M
2024,Data Science Consultant,104000,M
2024,Data Science Consultant,80000,M
2024,Data Scientist,294000,M
2024,Data Scientist,204000,M
2024,Data Scientist,272400,M
2024,Data Scientist,155600,M
2024,Data Engineer,184000,M
2024,Data Engineer,123000,M
2024,Machine Learning Engineer,303400,M
2024,Machine Learning Engineer,216700,M
2024,Data Engineer,187000,M
2024,Data Engineer,125000,M
2024,Business Intelligence Engineer,49333,M
2024,Business Intelligence Engineer,34666,M
2024,Data Engineer,144000,M
2024,Data Engineer,113000,M
2024,Data Engineer,143500,M
2024,Data Engineer,77000,M
2024,Data Developer,88000,M
2024,Data Developer,71000,M
2024,Data Specialist,50000,M
2024,Data Specialist,41750,M
2024,ML Engineer,137500,S
2024,ML Engineer,108750,S
2024,Data Engineer,190000,M
2024,Data Engineer,135000,M
2024,Data Engineer,68750,M
2024,Data Engineer,65000,M
2024,Applied Scientist,260000,L
2024,Applied Scientist,136000,L
2024,AI Research Engineer,63333,S
2024,Machine Learning Engineer,250000,M
2024,Machine Learning Engineer,184900,M
2024,Data Engineer,148100,M
2024,Data Engineer,98700,M
2024,Data Scientist,140032,M
2024,Data Scientist,100022,M
2024,BI Developer,120000,M
2024,BI Developer,62100,M
2024,Research Analyst,250000,M
2024,Research Analyst,150000,M
2024,Data Engineer,219650,M
2024,Data Engineer,136000,M
2024,Business Intelligence Developer,87800,M
2024,Business Intelligence Developer,76300,M
2024,Data Scientist,148100,M
2024,Data Scientist,98700,M
2024,Data Engineer,145500,M
2024,Data Engineer,93000,M
2024,Data Scientist,85000,M
2024,Data Scientist,75000,M
2024,Data Scientist,105000,M
2024,Data Scientist,70000,M
2024,Data Engineer,204662,M
2024,Data Engineer,184662,M
2024,Data Scientist,179000,M
2024,Data Scientist,112000,M
2024,Data Analyst,115000,M
2024,Data Analyst,85000,M
2024,Director of Data Science,225000,M
2024,Director of Data Science,180000,M
2024,MLOps Engineer,175000,M
2024,MLOps Engineer,110000,M
2024,Machine Learning Scientist,252000,M
2024,Machine Learning Scientist,157500,M
2024,Machine Learning Engineer,267900,M
2024,Machine Learning Engineer,234700,M
2024,Data Analyst,195500,M
2024,Data Analyst,68000,M
2024,Data Science Manager,120000,M
2024,Data Science Manager,90000,M
2024,Data Scientist,242000,M
2024,Data Scientist,106200,M
2024,Data Engineer,171210,M
2024,Data Engineer,92190,M
2024,Machine Learning Engineer,215000,M
2024,Machine Learning Engineer,146900,M
2024,Applied Scientist,222200,L
2024,Applied Scientist,136000,L
2024,Data Scientist,246000,M
2024,Data Scientist,190000,M
2024,Data Engineer,165000,M
2024,Data Engineer,129600,M
2024,Business Intelligence Analyst,200400,M
2024,Business Intelligence Analyst,126900,M
2024,Machine Learning Engineer,322000,M
2024,Machine Learning Engineer,230000,M
2024,Data Analyst,175520,M
2024,Data Analyst,103786,M
2024,Analytics Engineer,170000,M
2024,Analytics Engineer,130000,M
2024,Data Scientist,195000,M
2024,Data Scientist,146900,M
2024,Data Scientist,170400,M
2024,Data Scientist,106500,M
2024,Data Specialist,64105,M
2024,Data Specialist,51283,M
2024,Data Analyst,134500,M
2024,Data Analyst,100000,M
2024,Data Engineer,159000,M
2024,Data Engineer,111300,M
2024,Machine Learning Engineer,173400,M
2024,Machine Learning Engineer,99100,M
2024,Business Intelligence Engineer,185000,L
2024,Business Intelligence Engineer,79600,L
2024,Data Science,323700,M
2024,Data Science,190500,M
2024,Machine Learning Engineer,139777,M
2024,Machine Learning Engineer,93222,M
2024,Data Scientist,218000,M
2024,Data Scientist,145000,M
2024,Research Scientist,258100,M
2024,Research Scientist,151900,M
2024,Data Science,179000,M
2024,Data Science,106500,M
2024,Data Scientist,212800,L
2024,Data Scientist,111600,L
2024,Machine Learning Engineer,166700,M
2024,Machine Learning Engineer,150000,M
2024,Machine Learning Engineer,220000,M
2024,Machine Learning Engineer,170000,M
2024,Machine Learning Engineer,418000,M
2024,Machine Learning Engineer,141000,M
2024,Research Engineer,440000,M
2024,Research Engineer,100000,M
2024,Managing Director Data Science,260000,L
2024,Data Scientist,246100,M
2024,Data Scientist,181900,M
2024,Analytics Engineer,130000,M
2024,Analytics Engineer,110000,M
2024,Data Engineer,133000,M
2024,Data Engineer,58300,M
2024,Machine Learning Engineer,91000,M
2024,Machine Learning Engineer,70000,M
2024,ML Engineer,212000,M
2024,ML Engineer,93300,M
2024,Business Intelligence Developer,177500,M
2024,Business Intelligence Developer,117500,M
2024,Data Scientist,137930,M
2024,Data Scientist,74270,M
2024,Business Intelligence Analyst,95000,M
2024,Business Intelligence Analyst,70000,M
2024,Data Science,258720,M
2024,Data Science,160000,M
2024,Data Quality Analyst,85000,M
2024,Data Quality Analyst,58500,M
2024,BI Developer,154800,M
2024,BI Developer,76300,M
2024,AI Engineer,170200,M
2024,AI Engineer,83900,M
2024,Data Engineer,205000,M
2024,Data Engineer,165000,M
2024,Data Scientist,250000,M
2024,Data Scientist,131600,M
2024,Data Scientist,240000,M
2024,Data Scientist,187000,M
2024,Data Engineer,134600,M
2024,Data Engineer,103000,M
2024,Machine Learning Engineer,324000,M
2024,Machine Learning Engineer,159000,M
2024,Research Engineer,74276,M
2024,Research Engineer,70230,M
2024,Data Engineer,385000,M
2024,Data Engineer,245000,M
2024,Data Scientist,385000,M
2024,Data Scientist,245000,M
2024,Data Engineer,214300,M
2024,Data Engineer,108500,M
2024,Machine Learning Engineer,245700,M
2024,Machine Learning Engineer,132300,M
2024,Data Specialist,80000,M
2024,Data Specialist,73000,M
2024,Machine Learning Engineer,263500,M
2024,Machine Learning Engineer,189360,M
2024,Data Architect,175000,M
2024,Data Architect,125000,M
2024,Data Science,175762,M
2024,Data Science,97254,M
2024,Applied Scientist,218213,M
2024,Applied Scientist,178538,M
2024,Research Engineer,440000,M
2024,Research Engineer,295000,M
2024,Research Engineer,118600,M
2024,Research Engineer,96800,M
2024,Data Scientist,198800,M
2024,Data Scientist,90700,M
2024,Data Engineer,145000,M
2024,Data Engineer,115000,M
2024,Data Engineer,269100,M
2024,Data Engineer,131300,M
2024,Research Engineer,440000,M
2024,Research Engineer,245000,M
2024,Data Analyst,99900,M
2024,Data Analyst,83000,M
2024,Research Engineer,240960,M
2024,Research Engineer,190000,M
2024,Data Architect,178600,M
2024,Data Architect,67200,M
2024,Data Visualization Specialist,170200,M
2024,Data Visualization Specialist,83900,M
2024,Data Analyst,169000,M
2024,Data Analyst,120000,M
2024,Data Scientist,225000,M
2024,Data Scientist,153000,M
2024,Research Engineer,450000,M
2024,Research Engineer,245000,M
2024,ETL Developer,99500,M
2024,ETL Developer,53300,M
2024,Research Engineer,240960,M
2024,Research Engineer,200800,M
2024,Data Science Practitioner,170200,M
2024,Data Science Practitioner,83900,M
2024,Data Engineer,125000,M
2024,Data Engineer,115000,M
